一	a
頭屋	ajxh
頭皮	ajxi
𡻧	ajxl
頭尾	ajxm
䜸	ajxm
𩰸	ajxx
𧰤	ajxx
𪜃	ajxz
豆子	ajya
頭子	ajya
頭蝨	ajye
頭陣	ajyf
鬸	ajyk
䝀	ajyk
𪈊	ajyr
可忍	ajys
䰛	ajys
翮	ajyy
𦑭	ajyy
𧰂	ajyy
頭緒	ajzb
𧰁	ajzb
歌妓	ajze
㯱	ajzf
𣘯	ajzf
𣞈	ajzf
蟗	ajzi
𠚃	ajzi
頭紗	ajzk
融貫	ajzl
歌女	ajzm
𣞉	ajzm
副總	ajzn
可以	ajzo
𩰶	ajzo
可能	ajzq
豆漿	ajzr
豆醬	ajzr
頭獎	ajzr
副將	ajzr
可變	ajzr
𩰷	ajzr
䝃	ajzu
可樂	ajzz
更	ak
更正	akai
百日咳	akaj
𣌽	akak
政黨政治	akav
𠨔	akax
𠢾	akay
百日紅	akaz
垩	akb
𡉹	akb
更鼓	akbj
天時地利人和	akbm
百里侯	akbn
更替	akbo
更夫	akbo
天曉得	akbo
天堂地獄	akbq
瓦時計	akbs
武昌起義	akbu
正當理由	akck
一日三秋	akcm
𣍇	akcx
更換	akdr
専	akds
𢍖	aken
𥛴	akeo
百思莫解	aker
一暴十寒	akew
一曝十寒	akew
更甚	akez
𣐫	akf
𣒮	akfb
𥙳	akfb
正當要求	akfd
殫思極慮	akfi
甦醒	akfk
更要	akfv
形影相隨	akfy
一輩子	akfy
下輩子	akfy
形影相弔	akfy
更大	akgd
一日不見，如隔三秋	akgl
百思不得其解	akgo
𩓏	akgo
更有	akgq
百思不解	akgr
形影不離	akgs
𤰓	aki
𤰔	akia
正當此時	akik
𧇘	akil
一甲子	akiy
𠦱	akjo
𥘱	akjr
晋	akk
曺	akk
𥛠	akka
更早	akke
𥚌	akkf
戬	akkh
𥙍	akki
一晃眼	akkl
更少	akkm
百弊叢生	akkm
𠪕	akko
𪏬	akko
更易	akkr
𪅳	akkr
更是	akkv
烈日當空	akkw
𢥍	akkw
鄑	akky
𥘲	aklc
頭暈眼花	akle
頭暈目眩	akll
𠦟	akll
𢒴	aklp
严	akm
更生	akmc
更動	akmk
一日千里	akmk
更年	akmm
兩小無猜	akmq
正常程序	akmt
更休	aknf
𩲚	aknj
𪕢	aknz
更	ako
𡭕	ako
𤓯	ako
𣍛	akof
𥙏	akoi
一小時	akok
𣌼	akok
㬲	akol
甦	akom
頂尖人物	akom
𪯍	akom
𩰽	akor
更	akos
正當行為	akou
郠	akoy
𠡣	akoy
㪽	akpd
𣂘	akpd
更番	akpk
𣦂	akqi
𧈌	akqi
𣱊	akra
更名	akrj
䴡	akrr
𪇾	akrr
𣱊	akrs
更多	akrv
求	aks
更新	aksf
更高	aksj
𢾾	aksm
更衣	aksr
更次	aktr
亚	aku
死對頭	akua
𣍏	akub
更美	akug
正對面	akug
𢨙	akuh
更為	akuv
更兼	akux
𣍙	akux
一男半女	akuz
𣱳	akv
下水溝	akvv
𣄼	akvv
更深	akvw
下水道	akvw
下水禮	akvw
更漏	akvx
恶	akw
更遠	akwb
正常式	akwh
更迭	akwm
兩黨制	akwm
更進	akwn
正常化	akwn
平易近人	akwo
天堂鳥	akwr
一日之計在於晨	akws
武當派	akwv
平常心	akww
一時之選	akww
一時之間	akwx
恶	akwz
恵	akwz
𡋲	akxb
畱	akxk
𧶝	akxl
一對璧人	akxo
𠪕	akxo
𠃫	aky
更張	akyc
更加	akyj
更改	akym
正當防衛	akyo
𦑃	akyy
画	akz
𣓧	akzf
画	akzi
𠦟	akzi
𤴛	akzi
𠵤	akzj
更妙	akzk
㓰	akzk
更姓	akzm
頂尖好手	akzm
更能	akzq
叀	akzs
更好	akzy
更始	akzz
兩	al
麗	ala
一體兩面	alag
兩頭	alaj
兩可	alaj
𠱩	alaj
𢂷	alaj
兩兩	alal
再再	alal
𠀙	alal
𢂏	alal
一點一滴	alav
𪋭	alax
再	alb
天崩地裂	alba
天崩地坼	albb
𠕂	albd
𠕅	albd
兩項	albg
𪲬	albk
一點點	albl
兩者	albm
再者	albm
一點兒	albn
兩地	albv
麗都	alby
天羅地網	albz
再三	alcd
再現	alcv
再娶	alcx
政財界	aldk
再把	aldy
兩難	alej
兩截	alen
一目十行	aleo
再世	alev
𢺷	alex
兩棲	alfa
丙酮	alfl
再醮	alfn
再來	alfo
兩樣	alfu
兩極	alfy
𡭃	algd
𩖀	algg
兩面	algj
兩頰	algo
再有	algq
𤜲	algs
𢂛	algx
巿	ali
帀	ali
形同虛設	alis
㪅	alix
𢻵	alix
𣀷	alix
兩國	aljh
𠁖	alji
武則天	alka
䪟	alka
䪣	alka
𠚷	alkd
𫜘	alko
𫝞	alko
天體營	alku
麗水	alkv
兩黨	alkw
正體字	alkw
麗	all
丽	alld
兩岸	allg
𥈜	allg
両	alll
彨	allp
再見	allr
鹂	allr
𧠎	allr
形同具文	alls
麗	allt
兩用	allv
逦	allw
郦	ally
婯	allz
𡡜	allz
𪩲	alm
丙等	almb
一眼看去	almb
再生	almc
兩手	almd
𣬪	almh
一眨眼	alml
𠕱	alml
𧠥	alml
兩年	almm
兩種	almm
𢼆	almo
一眼看穿	almw
天助我也	almy
𠀸	almy
兩便	alna
再做	alne
兩側	alnl
天助自助	alnl
兩敗俱傷	alnn
再版	alnp
兩儀	alnu
一見傾心	alnw
兩伊	alnx
𩀝	alnx
丙	alo
兩全	aloc
麗人	alod
丙	alod
𠆴	alod
𡗚	alod
天賦人權	alof
𪥇	alog
𠛥	alok
𩇽	alok
𧶪	alol
两	aloo
兩	aloo
𪋘	alot
㶮	alou
再會	alov
𪋭	alow
邴	aloy
㔝	aloy
𠚇	aloz
𡠈	aloz
一見鍾情	alpu
一瞬間	alpx
一帆風順	alqn
再犯	alqy
𠀑	alrd
政見會	alro
可見度	alrt
再多	alrv
鳾	alrz
	alrz
䴓	alrz
兩意	alsk
兩端	alsl
兩訖	alsm
𧘴	alsr
𧛦	alsr
再讓	alss
兩旁	alsu
兩立	alsu
再談	alsu
再議	alsu
再說	alsv
天體望遠鏡	alsw
兩廣	altg
𠠫	altk
䚕	altl
𧢮	altl
𣰿	altm
彲	altp
鸝	altr
兩次	altr
再次	altr
𪈹	altr
再度	altv
邐	altw
酈	alty
𨟫	alty
兩半	alub
兩性	alum
𤆱	aluo
一睹為快	aluu
丙烷	aluw
兩江	alvb
一敗塗地	alvb
兩湖	alve
兩漢	alve
可用性	alvu
迊	alw
再遠	alwb
一骨碌	alwg
再過	alwl
再造	alwm
兩造	alwm
兩邊	alwn
再審	alwp
𢙂	alwz
𤯳	alxm
𠀽	alxs
𢂤	alxs
𨜦	alxy
𨙶	aly
再加	alyj
一目了然	alyr
兩翼	alyy
𦑅	alyy
一則以喜一則以憂	alzb
一見如故	alze
𡛎	alzm
再婚	alzr
再嫁	alzw
一年	am
百無一長	amac
一簞一瓢	amaf
百無一用	amal
百無一失	amam
天生麗質	amap
一年一度	amat
天秤座	amat
一年一次	amat
一筆一畫	amax
𤘔	amb
平等互惠	ambf
天無二日	ambk
天竺鼠	ambn
頭等艙	ambp
𤯔	amc
百無聊賴	amcf
頭生兒	amcn
再生紙	amcz
再生緣	amcz
一筆抹煞	amdr
下午茶	amee
一千萬	amee
歌舞劇	amei
歌舞團	amej
一千年	amem
一千個	amen
死無葬身之地	amen
一籌莫展	amex
百年樹人	amfo
政策性	amfu
百無禁忌	amfy
一毛不拔	amgd
百看不厭	amgg
天生尤物	amgm
死生有命	amgo
殘缺不全	amgo
百年大計	amgs
一動不如一靜	amgz
一年到頭	amha
天鵝肉	amhl
一毛錢	amhp
一無成就	amhs
下筆成章	amhs
天鵝湖	amhv
一年到尾	amhx
天鵝絨	amhz
一氣呵成	amjh
一失足成千古恨	amjh
百年戰爭	amjp
可靠性	amju
歌舞昇平	amka
一無是處	amki
死無對證	amks
可動性	amku
焉知非福	amkw
一年四季	amlm
可看性	amlu
一笑置之	amlw
天生我才必有用	ammd
更年期	amme
百年後	ammo
死乞白賴	amnf
一氧化碳	amng
一箭雙鵰	amnl
更生保護	amns
平等待遇	amow
百科全書	amox
再生父母	amoz
一無所長	ampc
一無所有	ampg
一無所知	ampm
一無所得	ampo
一無所獲	ampq
頭重腳輕	amqf
𠀡	amrd
一千多件	amrn
一筆勾銷	amrp
一手包辦	amrs
一筆勾消	amrv
一手交錢一手交貨	amsp
正氣凜然	amtr
一年半載	amue
一知半解	amur
一制性資源定位法	amut
死氣沈沈	amvv
死氣沉沉	amvv
一手遮天	amwa
一氣之下	amwa
可乘之機	amwf
一年之中	amwj
一箭之仇	amwn
一年之計在於春	amws
死無遺憾	amwu
天氣預報	amxb
正氣歌	amya
一系列	amza
殘篇斷簡	amzm
百年好合	amzo
百年紀念	amzo
天無絕人之路	amzo
政委會	amzo
歹竹出好筍	amzz
百	an
夏天	anag
𠷡	anaj
一舉一動	anam
百依百順	anan
皕	anan
一傳再傳	anan
𢌽	anan
𤾩	anan
百丈	anao
一舉兩得	anao
天仙下凡	anaq
𡕵	anaz
百工	anbi
𠞐	anbk
一片孝心	anbw
兩段式	anch
卅	and
丌	and
憂苦	anee
一傳十十傳百	anee
百萬	anek
夏朝	anek
更僕難數	anek
百身莫贖	anel
百花	anen
百世	anev
夏楚	anff
𤾓	anff
百靈	anfj
正集團	anfj
憂鬱	anfm
夏布	angl
夏曆	angm
奡	angn
武俠片	angn
𩓑	ango
𢒣	angp
死傷不計其數	angs
𠢘	angy
一代不如一代	angz
夏至	anhb
憂戚	anhi
戛	anhm
𢦫	anhm
一個勁兒	anhn
一舉成名	anhr
丣	anhx
一條鞭	anie
百歲	anih
憂慮	anik
𠮕	anix
𣦞	anix
下條子	aniy
一個樣	anjf
憂國	anjh
一價吃到飽	anjh
百足	anji
憂患	anjj
一個個	anjn
一個人	anjo
一個月	anjq
百	ank
夏日	anka
百日	anka
百里	ankb
㓦	ankd
百果	ankf
一息尚存	ankg
一身是債	ankn
一舉數得	anko
一身是膽	ankq
𡕾	ankr
武俠小說	anks
一身是病	ankt
憂思	ankw
哥白尼	ankx
𦣻	anl
夏眠	anly
一舉手一投足	anma
一件事	anmd
平白無故	anme
夏禹	anmi
𪡬	anmj
副作用	anml
百年	anmm
𤾋	anmm
百物	anmr
百科	anmt
百乘	anmt
憂愁	anmu
夏季	anmy
𢍳	anne
百代	annh
憂傷	annm
百貨	annr
𡕻	annr
𡖃	annr
百倍	anns
百億	anns
𣁨	anns
一個鼻孔出氣	anny
百合	anoa
可倫坡	anob
哥倫布	anog
頭份鎮	anop
𠀼	anos
夏令	anow
百分	anoy
百貨公司	anoy
𠢨	anoy
𪟊	anoy
𠢊	anoy
百般	anpq
𣍣	anq
一片丹心	anqw
夏服	anqy
夏	anr
哥倫比亞	anrb
𡔀	anrb
𩑋	anrd
戛然	anrg
百貨業	anrk
夏桀	anrm
𢥙	anrm
哥兒們	anrn
哥兒倆	anrn
𠙩	anrq
㱊	anrr
𣣺	anrr
𪄂	anrr
夏	anrs
百貨店	anrt
𥻴	anru
𢟜	anrw
憂急	anrx
鄾	anry
𠢊	anry
百鳥	anrz
百貨商場	ansb
𩕙	ansg
百貨商店	anst
頭條新聞	ansx
百病	anta
政躬康泰	antc
㪶	ante
百度	antv
憂憤	anue
憂悒	anuj
憂懼	anul
殯儀館	anuo
一個半斤一個八兩	anup
憂勞	anuu
憂	anw
百家	anwg
一償宿願	anwg
戞	anwh
百戶	anwm
憂容	anwo
天作之合	anwo
憂	anwr
百代過客	anww
㥑	anww
百官	anwy
憂心	anwz
天倫之樂	anwz
𢙯	anwz
𢚧	anwz
𢥀	anxb
干你屁事	anxd
𥁶	anxl
一片片	anxn
平假名	anxr
憂悶	anxw
𢞘	anxw
一鼻子灰	anyg
憂民	anyh
歌仔戲	anyi
𡕿	anyr
百忍	anys
㼣	anys
一鼻孔出氣	anyz
𦣽	anz
夏娃	anzb
夏裝	anzb
百結	anzb
𠚑	anzi
百姓	anzm
百態	anzq
𠨦	anzy
百出	anzz
丈	ao
百合花	aoae
一飲一啄	aoaj
爾爾	aoao
一分一毫	aoas
正合適	aoaw
一德一心	aoaw
𠀒	aoaz
𡉊	aob
丈夫	aobo
𪂐	aobr
天公地道	aobw
一分耕耘一分收穫	aocc
𠆣	aod
兩人份	aodn
武術指導	aodw
哥德式	aoeh
一往直前	aoeu
兩全其美	aoeu
瓦釜雷鳴	aofj
爾來	aofo
平行輸入	aofo
爾格	aofr
一剎那	aofy
一介不取	aogc
天公不作美	aogn
一飲而盡	aogx
爾雅	aohn
一行人	aoio
可行性	aoiu
𣀑	aoix
平行力	aoiy
平行線	aoiz
𢍦	aoje
一命嗚呼	aojj
𠀮	aojo
𣅆	aok
丈量	aoka
爾時	aokb
𨤻	aokb
夏令時間	aokx
平行界尺	aokx
𡐜	aokz
爾	aol
𡔈	aolb
𠀹	aold
一飽眼福	aolw
平行四邊形	aolw
爾等	aomb
一飯千金	aomp
平分秋色	aomr
正合我意	aoms
𠭕	aomx
一命歸陰	aomy
一人做事一人當	aond
一分價錢一分貨	aonp
天人合一	aooa
壐	aoob
璽	aooc
丈人	aood
天從人願	aoog
𠁊	aoog
蠒	aooi
覼	aool
殘餘物	aoom
夏令衛生	aoom
𩁖	aoon
爾	aooo
𨮪	aoop
鸍	aoor
邇	aoow
一人得道雞犬升天	aoow
𢣭	aoow
𪓿	aoow
爾後	aooz
一分錢一分貨	aopa
𣍡	aoq
平衡木	aorf
平衡感	aorh
平衡點	aorl
平衡論	aors
丈	aos
𠀋	aos
天人交戰	aosj
𣃙	aosy
一往情深	aouv
副會長	aovc
一會兒	aovn
𠔀	aovv
爾汝	aovz
百分之百	aowa
一人之下萬人之上	aowa
一念之差	aowu
夏令營	aowu
一念之間	aowx
天人之際	aowy
副食品	aoxj
正人君子	aoxy
百分數	aoyk
百分點	aoyl
一分鐘	aoyp
百分比	aoyr
百分率	aoys
百分法	aoyv
百分之	aoyw
一分子	aoyy
殊行絕才	aozd
𤇟	aozu
一貧如洗	aozv
融會貫通	aozw
丈母	aozy
一般	ap
麗質天生	apam
一錯再錯	apap
天翻地覆	apbf
平鋪直敘	apeo
一盤散沙	apev
平鎮鄉	apez
一錢不值	apgn
一錢不名	apgr
一般而言	apgs
百鍊成鋼	aphp
型錄式廣告	apht
一番話	apks
一針見血	aplm
一般見識	apls
形銷骨立	apls
殘兵敗將	aplz
一般人	apqo
一般性	apqu
頂瓜瓜	apsp
副所長	apvc
一丘之貉	apwp
吞舟之魚	apwr
一月	aq
𣑨	aqaf
更勝一籌	aqam
一肚子	aqby
平凡人	aqdo
一脈相傳	aqfn
一脈相承	aqfx
𠀣	aqha
一股勁兒	aqhn
天狗吃月	aqjq
頭腦體操	aqld
頭腦簡單	aqmj
𠁉	aqnc
兩腳規	aqob
一九九一	aqqa
一九九二	aqqb
一九九三	aqqc
𠘲	aqqd
一股腦兒	aqqn
一股腦	aqqq
𪜂	aqs
天狼星	aqsk
一肚子氣	aqym
一胎化	aqzn
死	ar
𣦿	arad
死刑	arae
天然瓦斯	arae
列印機	araf
𣧣	araf
㱦	araj
𣧤	araj
𣩪	arak
殨	aral
	aral
㱮	aral
𪵅	aral
𣩐	aran
死殉	arar
殯殮	arar
烈烈	arar
㱛	arar
殘瓦	araz
列印紙	araz
㱙	araz
𣧒	araz
殪	arb
𣧅	arb
烈士	arba
天然地理	arbc
𣩦	arbg
天昏地暗	arbk
天昏地黑	arbl
死者	arbm
歹勢	arbo
𣣌	arbr
𣧸	arbr
殬	arbu
死地	arbv
殓	arbv
𣩤	arbw
殉教	arby
殊功	arby
死去	arbz
𣧁	arbz
殭	arc
𣨞	arcb
𣧹	arce
㱴	arcl
殝	arcm
殘春	arco
㱭	arcq
列表	arcr
殉職	arcs
𣩡	arcx
歹毒	arcz
𢌬	ard
死掉	ardi
死事	ardj
𣨊	ardn
𣨋	ardp
𣩁	ardp
殖	are
殯葬	area
殉葬	area
𣨴	aref
死難	arej
殉難	arej
㱠	arej
𫞔	arek
殖	arel
殘夢	arel
㱵	arel
死巷	areo
𤳓	areo
𣩠	arep
死期	areq
𣩷	arer
𣩽	arer
殞落	arev
歿世	arev
𣨠	arew
𣨲	arex
𣨈	arfb
𣩘	arfd
殐	arfj
列車	arfk
死相	arfl
㱫	arfl
𣨁	arfl
𣩼	arfl
殘酷	arfm
死板	arfp
㱤	arfp
死硬	arga
殞石	arga
殭硬	arga
𣧂	argd
天然林	argf
殘存	argi
戛然而止	argi
𣧦	argl
天然氣	argm
䪲	argo
𣨹	argp
𣧗	argr
殠	args
死灰	argu
殘破	argx
死友	argx
𣧼	argy
殘	arh
𣧵	arha
殌	arhb
𣨂	arhb
殘	arhh
𣧒	arhi
㱪	arhk
𥂫	arhl
残	arhm
𣧌	arhm
𣧆	arhs
列成	arhv
𣨇	arhx
𣧡	arhz
殘虐	arih
㱜	arii
𣧐	arii
𧒈	arii
𣩚	arij
𣧨	arim
𣧏	arix
殞	arj
裂口	arja
𣨤	arja
殣	arjc
死因	arjd
列國	arjh
殉國	arjh
死啃	arji
死戰	arjj
𣩛	arjj
𣨣	arjk
殞	arjl
殘喘	arjl
殒	arjl
𣩅	arjl
𩎳	arjm
𣨕	arjn
死囚	arjo
𣧝	arjo
死路	arjr
歹路	arjr
殑	arjr
殘跡	arjs
一句話	arjs
㱸	arjs
殪	arju
㱯	arju
𣩟	arju
𣨨	arjx
死別	arjy
𣨉	arjy
列	ark
殲	arka
烈日	arka
殱	arka
𣩶	arka
𩐁	arka
烈暑	arkb
𩢾	arkc
列	arkd
殫	arke
殘暴	arke
殊異	arke
殚	arke
𣨪	arkf
𣩓	arkf
殧	arkg
死光	arkg
𣩎	arkg
㱬	arkh
䶛	arki
𧊿	arki
殭	arkk
殘壘	arkk
㽝	arkk
𣩒	arkk
𣩢	arkk
殯	arkl
殟	arkl
㡂	arkl
㱺	arkl
𥁟	arkl
𥅮	arkl
列星	arkm
𣨾	arkm
𥞥	arkm
𨾸	arkn
殥	arko
𣧴	arko
銐	arkp
鮤	arkr
鴷	arkr
	arkr
䴕	arkr
𣨵	arkr
𣩜	arkr
𣩹	arkr
𫚓	arkr
𣧖	arks
𣨃	arks
烈	arku
烮	arku
𣩫	arku
死水	arkv
死黨	arkw
殊常	arkw
迾	arkw
㤠	arkw
𩧮	arkx
劽	arky
殘照	arky
姴	arkz
殗	arkz
殃	arl
融解熱	arlb
殂	arlc
殉財	arld
𣧺	arld
列冊	arle
頭昏眼花	arle
𣧱	arle
殃	arlg
𣨽	arlg
殘賊	arlh
𢁳	arli
𣨱	arlj
死罪	arlk
𣩮	arlk
殰	arll
頭角崢嶸	arll
𣧈	arll
𣩥	arll
𣩬	arll
殘敗	arlm
𣧨	arlm
烈嶼	arln
𣩑	arln
𣧍	arlo
𣧰	arlo
𪵆	arlo
𪵄	arlr
殘骸	arls
𢤔	arlw
𣨺	arlw
𠭿	arlx
殊	arm
死等	armb
𣧘	armb
𣨮	armb
殅	armc
死生	armc
殘生	armc
𣧙	armd
歼	arme
殘缺	arme
𢍗	arme
𣩊	armf
殀	armg
𣨘	armg
𣧃	armh
㱹	armi
𣧫	armi
𣨐	armi
𣩋	armi
𣨓	armj
殊	armk
殖利	armk
殈	arml
殊勳	arml
殘年	armm
𣧞	armo
㱡	armr
𣧉	arms
𣧯	armu
列管	armw
死節	armx
殉節	armx
𣨒	armz
𣨙	armz
𦁘	armz
列舉	arna
殉身	arnc
干卿何事	arnd
列傳	arnf
㱷	arnf
𣨫	arni
死鬼	arnj
㱱	arnj
死傷	arnm
𣨔	arnn
殖貨	arnr
殘像	arnr
𣨆	arnr
𣨜	arnr
列位	arns
殯儀	arnu
殲	aro
歹命	aroa
死命	aroa
殞命	aroa
歹徒	arob
𣨎	arob
死人	arod
列入	arod
歹人	arod
𣦹	arod
𣨛	aroe
殘殺	arof
𣪀	arog
𣧠	arok
㱲	arol
形色倉皇	aron
殮	aroo
殎	aroo
殘餘	aroo
𣧻	aroo
殄	arop
𣩍	arop
㱥	aror
殊念	aros
𣧧	aros
𣨝	arot
飱	arox
𣨳	aroy
死後	aroz
𣧑	aroz
𪵂	aroz
歽	arpd
𣧭	arpd
𣨅	arpd
𣨡	arpl
餮	arpo
殡	arpo
殘兵	arpo
𣧶	arpx
殍	arpy
㱣	arpz
殁	arq
㱚	arq
𣦽	arqd
𣧷	arqf
烈風	arqi
頭昏腦脹	arqq
𣨥	arqq
殊勝	arqu
殘月	arqv
殁	arqx
死胎	arqz
死	arr
列印	arra
㘸	arrb
𨱼	arrc
𣩗	arrd
𢍈	arre
𣑘	arrf
列名	arrj
殉名	arrj
𣧬	arrj
𣧳	arrj
殉	arrk
殙	arrk
𣍌	arrk
𣧿	arrk
𣨸	arrk
𣩳	arrk
死角	arrl
列島	arrl
𣨍	arrl
𣪁	arrl
𧵲	arrl
𪵇	arrl
烈燄	arrn
正比例	arrn
殤	arro
歾	arro
𣧋	arro
𣨟	arro
死	arrr
㰷	arrr
殘留	arrs
𣧀	arrs
𣧇	arrs
殘冬	arrt
𣧩	arrt
㱝	arry
㱧	arry
𪵀	arry
殦	arrz
𣧔	arrz
歹	ars
𣨌	ars
死讀	arsb
殖產	arsg
死亡	arsh
𪚗	arsi
殕	arsj
殘部	arsj
𠞺	arsj
歹意	arsk
殘留物	arsm
殊文	arso
𣩆	arso
裂	arsr
死敵	arsu
殲敵	arsu
㱞	arsu
㱢	arsx
死訊	arsy
死記	arsy
列席	arte
殘席	arte
㱩	artg
殘疾	artm
死背	artr
𣣌	artr
𣧸	artr
天然資源	artv
殘廢	artx
裂痕	artx
𣩏	artx
烈	aru
𣩈	arub
𣩲	arub
殉情	aruc
𦍙	aruc
𣧲	aruf
𣩧	aruj
殘燭	arul
烈性	arum
天然煤氣	arum
烈火	aruo
𣧛	aruo
一鱗半爪	arup
㱶	arup
死前	aruq
㱻	aruq
烈焰	arur
殊榮	aruu
殘羹	aruu
𣨬	aruu
列為	aruv
殘燈	arux
殘卷	aruy
殘渣	arvf
烈酒	arvf
殄滅	arvh
殞滅	arvh
殲滅	arvh
死活	arvm
死海	arvm
殏	arvs
殂沒	arvv
殞沒	arvv
天然淘汰	arvv
殯	arw
殘害	arwc
死守	arwd
㱨	arwd
𣨿	arwf
死寂	arwi
𣨭	arwi
死神	arwk
殊禮	arwk
殊遇	arwk
列氏寒暑表	arwk
𣧢	arwk
殢	arwl
𣨩	arwl
𣨼	arwl
𣩀	arwl
列宿	arwn
殊寵	arws
㱰	arws
殉道	arwu
列寧	arww
死字	arwy
𣨭	arwy
死心	arwz
殫心	arwz
殛	arxa
死屍	arxa
殭屍	arxa
裂開	arxa
肂	arxb
𣧊	arxe
𣩝	arxf
𣧎	arxg
㱟	arxi
殔	arxk
殘屑	arxk
𢄉	arxl
𣩵	arxl
𢱵	arxm
𣩌	arxm
䬸	arxo
𣧾	arxo
𣩞	arxq
殩	arxu
殆盡	arxu
𥹏	arxu
一觸即發	arxx
殘局	arxy
𣩃	arxy
殛	ary
𨚌	ary
天外飛來一筆	aryf
殖民	aryh
𣧟	aryh
𣧜	aryi
殘陽	aryk
烈陽	aryk
裂隙	aryk
死力	arym
殆及	arym
殫力	arym
𠡀	arym
𣦺	arym
𣩰	aryn
殇	aryo
殘忍	arys
殘障	arys
殘弱	aryt
列隊	aryu
㤪	aryw
歿	aryx
𣧓	aryy
列強	aryz
殆	arz
𩾏	arz
死結	arzb
殜	arzf
𣨚	arzf
𣩣	arzf
𣩨	arzf
𣨶	arzg
殆	arzj
𣧽	arzl
𣩄	arzl
𣩔	arzl
𣩱	arzl
烈女	arzm
𣩿	arzn
𣨧	arzq
𪵃	arzr
裂紋	arzs
死纏	arzt
𣩙	arzu
𣩯	arzu
裂縫	arzw
烈婦	arzx
𪵁	arzx
𣧥	arzy
列出	arzz
𣦾	arzz
𣧪	arzz
𣨢	arzz
平方米	as
一言一行	asao
一誤再誤	asas
一夜夫妻百夜恩	asba
天文地理	asbc
天旋地轉	asbf
天高地厚	asbg
可讀性	asbu
天誅地滅	asbv
天主教	ascb
天主堂	asck
一新耳目	ascl
副主席	asct
死裏求生	asdm
更新換代	asdn
一語驚醒夢中人	asef
一親芳澤	asev
一言蔽之	asew
一言難盡	asex
百讀不厭	asgg
可望而不可即	asgg
副產品	asgj
副產物	asgm
一望而知	asgm
一文不值	asgn
一言不合	asgo
正顏厲色	asgr
一言不發	asgx
死亡學	ashn
死亡率	ashs
一語成讖	ashs
副交感神經	ashw
一語中的	asjd
再就是	asjk
一部份	asjn
一部分	asjo
死於非命	asko
下意識	asks
天文數字	askw
一望無垠	asmb
天高氣爽	asmg
一刻千金	asmp
一諾千金	asmp
天朗氣清	asmv
一望無際	asmy
天衣無縫	asmz
一言興邦	asnc
天高皇帝遠	asns
天文學家	asnw
一語雙關	asnx
天文臺	asob
可意會而不可言傳	asog
平方公里	asok
天文學	ason
天龍八部	asos
平交道	asow
政論家	asow
死文字	asow
平方公尺	asox
天文台	asoz
豆剖瓜分	aspo
一言九鼎	asql
更衣室	asrw
天方夜譚	asss
天文望遠鏡	assw
副議長	asuc
一言為定	asuw
下議院	asuy
可說是	asvk
一語道破	aswg
死裏逃生	aswm
一夜之間	aswx
一言既出駟馬難追	asxz
一言既出，駟馬難追	asxz
正方形	asya
妻離子散	asye
一方面	asyg
兩方面	asyg
正方體	asyl
一意孤行	asyo
平方尺	asyx
一言以蔽之	asze
政府	at
一瘸一拐	atad
下廚房	atbw
一席話	ates
政府機關	atfx
一病不起	atgb
一塵不染	atgv
頭痛醫頭腳痛醫腳	atha
副廠長	atkc
百病叢生	atkm
豆腐干	atna
豆腐乾	atne
百廢俱舉	atnn
一應俱全	atno
豆腐乳	atnp
豆腐腦	atnq
政府軍	atnw
豆腐皮	atnx
百廢待興	aton
百廢待舉	aton
一次全倒	aton
天底下	atra
平底鞋	atre
平底船	atrp
一次方程式	atsm
政府首長	atuc
一廂情願	atug
兩廂情願	atug
一席之地	atwb
天府之國	atwj
政府官員	atwj
下半年	au
平	aua
平頂	auag
平正	auai
𢆊	auai
平頭	auaj
融為一體	aual
平平	auau
𡊞	aub
頭半天	auba
下半場	aubb
平臺	aubj
平坦	aubk
下半年	aubm
下半身	aubn
下半月	aubq
平均	aubr
下半夜	aubs
下半旗	aubs
下半部	aubs
百善孝為先	aubu
平地	aubv
天差地遠	aubw
平聲	aubx
平靜	aucq
平素	aucz
平撫	audm
平抑	audr
𠦓	aued
平昔	auek
平直	auel
憂懼萬狀	auez
平林	auff
平整	aufj
平板	aufp
兩情相悅	aufu
平面	augj
平原	augn
平仄	augo
𩑳	augo
𧰬	augq
一炮而紅	augz
平臥	auho
憂勞成疾	auht
平劇	auig
平日	auka
平時	aukb
平疇	aukb
平野	aukb
平輩	aukf
平光	aukg
𣸞	aukk
平易	aukr
平常	aukw
下半輩子	auky
𪪅	aukz
平等	aumb
平生	aumc
平手	aumd
正義感	aumh
平和	aumj
平年	aumm
平穩	aump
平身	aunc
平價	aunf
平順	aung
平白	aunk
平伸	aunk
平版	aunp
平信	auns
平息	aunw
灭	auo
平行	auoi
死火山	auol
平復	auom
𫝃	auoo
平衡	auor
平糴	auou
平分	auoy
平鎮	aupe
平亂	aupx
平反	aupx
𢆕	aupx
平凡	auqd
烈焰騰空	auqw
可燃物	aurm
𡕢	aurs
可燃性	auru
夏爐冬扇	aurw
平靖	ausc
殫精竭慮	ausi
平放	ausm
平話	ausm
一炷香	ausm
平議	ausu
一勞永逸	ausw
𪪄	ausw
平方	ausy
平底	autr
正義凜然	autr
平庸	autx
可憐蟲	auui
下營鄉	auuz
平添	auva
平滑	auvl
平準	auvn
平溪	auvp
平淡	auvu
㝳	auvv
平空	auwb
平定	auwd
平視	auwl
