一	a
犎	bbdm
封	bbds
来者不拒	bbgd
土壤有机质	bbgf
顤	bbgg
二项式	bbgh
封存	bbgi
封面	bbgj
五项原则	bbgl
遶	bbgw
款式	bbhb
起动转矩	bbhm
卦	bbi
卦	bbid
封口	bbja
堵口	bbja
壔	bbjd
塔吉克	bbje
封固	bbje
土地国有化	bbjg
墙	bbjj
墻	bbjj
未来中国	bbjj
郌	bbjy
垣	bbk
越来越	bbkb
刲	bbkd
堵	bbm
幫	bbnl
堵住	bbns
款待	bbob
来来往往	bboo
堎	bbor
土壤质地	bbpb
封锁	bbpk
土壤胶体	bbqn
土壤肥力	bbqy
款	bbr
垃圾处理	bbrc
坃	bbrd
二元酸	bbrf
款	bbro
二元论	bbrs
堪培拉	bbsd
土壤带	bbse
封识	bbsj
土壤水	bbsk
土壤学	bbsv
封闭	bbtd
墶	bbuw
圭	bbv
土地税	bbvm
土地证	bbvs
土壤温度	bbvt
土壤湿度	bbvt
圭	bbvv
土壤溶液	bbvv
地壳运动	bbwb
堵塞	bbwe
老老实实	bbww
鼃	bbwx
恚	bbwz
隷	bbxk
超声波	bbxv
邽	bby
款子	bbya
土地改革	bbye
示功图	bbyj
土地税	bbym
劸	bbym
土壤改良	bbys
封建	bbyx
翹	bbyy
圬	bbz
埡	bbz
土壤结构	bbzf
坘	bbzm
地动仪	bbzn
坛	bbzs
奊	bbzs
增长	bc
埲	bcbi
互帮互助	bcbl
地理环境	bccb
土耳其	bcee
地球磁场	bcgb
增长率	bchs
趣味	bcjb
教职工	bcjb
壃	bckk
地理学	bckv
元素周期律	bcle
增长幅度	bclt
元素符号	bcmj
地理位置	bcnl
地球化学	bcnv
堾	bco
埥	bcq
增长速度	bcwt
趣	bcx
垹	bcy
塐	bcz
壣	bczz
二	bd
走投无路	bdaj
亖	bdbd
二者	bdbm
二元	bdbr
二十	bded
二胡	bdej
二黄	bdek
鄻	bdfy
漦	bdgk
氂	bdgm
犛	bdgm
叆	bdgx
剺	bdgy
孷	bdgy
嫠	bdgz
亍	bdi
亜	bdjk
鬶	bdjl
鬹	bdjl
亏损额	bdjw
亘	bdk
釐	bdkb
戩	bdkh
刯	bdkk
赉	bdkl
未	bdko
来	bdkv
悪	bdkw
叇	bdkw
鼋	bdkz
椝	bdlf
槼	bdlf
鄼	bdly
嫢	bdlz
二等	bdmb
井	bdn
坓	bdnb
井	bdnd
亓	bdnd
汬	bdnk
丼	bdns
进	bdnw
夫	bdod
工控微机	bdof
輦	bdof
辇	bdoh
替	bdok
规	bdol
規	bdol
賛	bdol
斄	bdoo
鳺	bdor
邞	bdoy
均热炉	bdqu
二月	bdqv
坖	bdrb
元	bdrd
顽	bdrg
頑	bdrg
刓	bdrk
五指山	bdrl
亙	bdrs
互换性	bdru
远	bdrw
黿	bdrw
邧	bdry
寺	bds
二话	bdsm
慭	bdsw
地拉那	bdsy
寺庙	bdtk
二次	bdtr
颊	bdug
頬	bdug
二类	bdug
刾	bduk
夹	bduo
郏	bduy
忈	bdwz
叇	bdxk
考据学	bdxv
邿	bdy
地热异常	bdyk
刱	bdyo
寺院	bdyw
二把刀	bdyy
亏	bdz
亐	bdz
兘	bdzj
晉	bdzk
互	bdzm
魂	bdzn
二维	bdzn
云	bdzs
专	bdzs
运	bdzw
迃	bdzw
动	bdzy
二级	bdzy
填	be
二十一世纪	beae
塔	beaj
坩	beb
坩埚	bebj
二期工程	bebm
墸	bebm
土著人	bebo
喜获丰收	becz
墙报	bedy
墷	beeb
墳	beel
二十世纪	beez
堞	bef
动荡不安	begw
墐	bejc
墙	bejj
塔吊	bejl
考勤簿	bejm
壦	bejn
坦克兵	bejp
考古学	bejv
塻	bekg
墴	beko
埃菲社	bekw
埴	belc
云南省	belk
填	belo
堪称	bemr
工艺程序	bemt
墘	bemy
老花眼	benl
老花镜	benp
埖	benr
垬	beo
五花八门	beot
塨	beou
塂	beoy
塔斯社	bepw
墙角	berl
塃	besn
壊	besr
考勤记录	besx
填充	besz
墙	beu
工艺美术	beuf
填料	beut
工艺性能	beuz
填满	beve
工艺流程	bevm
规范化	bevn
坍落度	bevt
起落架	bevy
填写	bewa
填补	bewi
墆	bewl
墙壁	bexj
攻克难关	bexu
土著居民	bexy
工艺品	beyj
贡献力量	beyk
工艺学	beyv
堪	bez
堞	bezf
壒	bezl
墈	bezy
规模	bf
埔	bfb
堙	bfb
墂	bfbk
超标准	bfbt
墵	bfbz
互相帮助	bfcl
塼	bfds
互相支持	bfed
动植物	bfem
壩	bfeq
塛	bff
吉林省	bffk
互相配合	bffo
壖	bfgl
地震学	bfgv
埬	bfk
墰	bfke
堜	bflk
土霉素	bfmc
动植物检疫	bfmf
赤霉病	bfmt
互相爱护	bfpd
规格化	bfrn
互相学习	bfvy
地震预报	bfxd
二极管	bfym
动配合	bfyo
规模经营	bfze
项	bg
坯	bga
埼	bgaj
动态平衡	bgao
坏死	bgar
土石方	bgas
教研室	bgaw
教研组	bgaz
垮	bgb
堐	bgbb
超大规模	bgbf
来龙去脉	bgbq
堶	bgbq
垮	bgbz
老大爷	bgdo
老大难	bgdx
老大娘	bgdz
赫磁共振	bged
堧	bggd
坯布	bggl
盐碱地	bghb
盐碱化	bghn
坏	bgi
都不得	bgio
来不及	bgiy
地面水	bgjk
二面角	bgjr
地面站	bgjs
埯	bgkz
项目	bgla
吉布提	bgld
垅	bgm
地大物博	bgme
壢	bgmi
二硫化碳	bgng
塬	bgnk
二硫化钼	bgnp
志愿军	bgnw
项	bgo
坏人	bgod
志愿人员	bgoj
工矿企业	bgok
埉	bgoo
塽	bgoo
坏处	bgri
老太太	bgsg
老太婆	bgsv
地面部队	bgsy
地矿部	bgts
壥	bgub
坯料	bgut
坧	bgvv
垯	bgw
坏蛋	bgxi
坺	bgxs
坜	bgym
垮台	bgzj
越	bh
示威者	bhab
堿	bhaj
墄	bhak
地区一体化	bhan
垤	bhb
城墙	bhbe
塔式起重机	bhbm
越南	bhel
城楼	bhfu
城区	bhho
域	bhj
域	bhja
塸	bhjj
堰	bhk
城里	bhkb
越野	bhkb
越是	bhkv
堰	bhkz
壏	bhml
城堡	bhnj
动轮轴	bhoh
地区性	bhou
城镇	bhpe
越冬	bhrt
城市	bhsl
城郊	bhso
城门	bhtl
地区冲突	bhtw
地区差价	bhun
城	bhv
未成年	bhvm
越过	bhwd
越剧	bhxe
城	bhy
墭	bhyl
城建	bhyx
越	bhz
坉	bhzi
越发	bhzv
城乡	bhzz
工	bi
圵	bia
巧	biaz
垰	bibi
盐井	bibn
巭	bibo
巬	bibo
工地	bibv
盐场	biby
圤	bid
工事	bidj
工期	bieq
工艺	biey
工本	bifa
工整	bifj
盐析	bifp
工棚	bifq
盐酸	bifz
工厂	bigg
盐碱	bigh
项	bigo
項	bigo
壉	bigq
工矿	bigt
工友	bigx
工匠	bihp
址	bii
盐卤	biij
工频	biik
工龄	biio
工蜂	biir
坫	bij
夀	bijd
敔	bijm
塷	bijo
逜	bijw
郚	bijy
墟	bik
工时	bikd
盐田	biki
韫	bikl
壚	bikl
埗	biko
工业	biku
盐业	biku
墟	biku
汞	bikv
盐水	bikv
埱	bikx
盐	bil
盐	bilk
盐山	bill
工具	bilo
贡	bilo
貢	bilo
慐	bilw
工程	bimj
工种	bimj
攻	bimo
盐税	bimu
工段	binc
工作	binm
工会	biob
工人	biod
觋	biol
覡	biol
巫	bioo
鹀	bior
鵐	bior
工分	bioy
工钱	biph
韬	bipn
工兵	bipo
聓	biqc
巩	biqd
鞏	biqe
蛩	biqi
跫	biqj
銎	biqp
恐	biqw
工贸	birs
工效	biso
工商	bisu
工头	bitg
工资	bitr
工序	bitx
盐类	biug
盐法	bivb
盐湖	bive
盐池	bivy
考虑到	biwh
工农	biwr
工房	biws
五	bix
垇	bixa
吾	bixj
垆	bixm
韨	bixs
忢	bixw
韦	biy
邛	biy
卭	biy
盐巴	biyi
功	biym
韧	biys
瓨	biys
违	biyw
击	bizi
工细	bizk
动员	bj
墤	bjal
喆	bjbj
嚞	bjbj
趣味性	bjbu
鼓起	bjby
鼓动	bjbz
堮	bjbz
埕	bjc
壧	bjcm
喜事	bjdj
喜报	bjdy
堌	bjej
喜鹊	bjek
喜获	bjeq
鼓	bjex
吉林	bjff
颉	bjg
鼓励	bjga
噽	bjga
嚭	bjgj
颉	bjgo
頡	bjgo
示踪原子	bjgy
壾	bjhx
鼛	bjij
鼔	bjix
敼	bjix
嘉	bjj
鼞	bjjb
鼓足	bjji
鼓吹	bjjr
歖	bjjr
熹	bjju
鼟	bjju
憙	bjjw
墠	bjke
鼓掌	bjkw
埙	bjlo
埚	bjlo
塤	bjlo
壝	bjlw
鼓舞	bjme
嘉禾	bjmf
吉利	bjmk
喜气	bjmy
鼙	bjne
喜人	bjod
彭	bjp
蟚	bjpi
喜爱	bjpw
埍	bjq
鼓风	bjqo
袁	bjr
袁	bjrh
欯	bjro
鼕	bjrt
遠	bjrw
鴶	bjrz
嘉靖	bjsc
云贵高原	bjsg
鼜	bjsi
喜讯	bjsy
喜庆	bjtg
嘉奖	bjtr
喜	bju
壴	bjua
尌	bjud
喜	bjuj
囍	bjuj
吉普	bjuk
彭	bjup
喜悦	bjuu
皷	bjux
吉	bjv
老中青	bjvc
地中海式气候	bjvh
吉	bjvv
地中海	bjvv
迼	bjw
臺	bjwh
嘉宾	bjwp
吉它	bjwr
吉祥	bjwu
鼓劲	bjxb
鼚	bjxc
坦噶尼喀	bjxj
瞽	bjxl
鼘	bjxn
喜欢	bjxr
郆	bjy
嘉	bjyj
劼	bjym
甏	bjys
翓	bjyy
喜好	bjzy
示	bk
坦	bka
垾	bkae
堤	bkai
动量矩	bkam
埋	bkb
塒	bkbd
未来	bkbk
祘	bkbk
堤坝	bkbl
壜	bkbz
埘	bkd
专业技术	bkdf
专业技术人员	bkdf
专题报告	bkdm
埘	bkds
未按	bkdw
埋葬	bkea
工业基地	bkeb
工业基础	bkeg
埋藏	bkeh
坦克	bkej
二甲基甲酰胺	bkek
五光十色	bker
示范	bkev
堁	bkf
垙	bkgr
工业原料	bkgu
专题研究	bkgw
工业布局	bkgx
来历	bkgy
示威	bkha
来到	bkhk
坤	bki
坤	bkic
二甲苯	bkie
来回	bkjj
壋	bkjk
来临	bkkm
来电	bkkz
趟	bkl
埫	bkld
堤岸	bklg
塭	bklk
未见	bklr
墁	bklx
堣	bklz
嫠	bkm
未知	bkmj
来看	bkml
来年	bkmm
来稿	bkms
工业生产	bkms
专业知识	bkms
示例	bkna
埋伏	bkng
坦白	bknk
来自	bknl
来华	bknr
来信	bkns
未	bko
来人	bkod
专业人员	bkoj
工业企业	bkok
堺	bkon
示众	bkoo
来往	bkos
专业公司	bkoy
专业银行	bkpo
埸	bkr
坦然	bkrg
未免	bkrj
場	bkro
埸	bkro
堒	bkrr
埋怨	bkry
堨	bkry
来日方长	bksc
坦诚	bksh
工业产品	bksj
来京	bksj
示意	bksk
来意	bksk
工业产值	bksn
来访	bkss
工业部门	bkst
坦率	bksv
埋头	bktg
墣	bkuc
工业区	bkuh
工业品	bkuj
工业界	bkuk
未曾	bkul
专业化	bkun
工业化	bkun
工业总公司	bkuo
工业总产值	bkus
工业部	bkus
专业课	bkus
专业户	bkuw
工业局	bkux
堤	bkv
来源	bkvg
埋没	bkvv
未完	bkwb
未定	bkwd
未必	bkwm
来宾	bkwp
塌实	bkwt
未遂	bkwu
动量守恒定律	bkwu
未被	bkwx
垱	bkxb
专业对口	bkxj
塌	bky
工业建筑	bkym
教师队伍	bkyn
塌陷	bkyr
堤防	bkys
塌	bkyy
礼	bkz
塿	bkzm
未能	bkzq
工业统计	bkzs
五星红旗	bkzs
未经	bkzx
项目	bl
堓	blae
堽	blai
土崩瓦解	blar
墿	blbu
坥	blc
垌	bld
坰	bld
埛	bld
堈	bld
老同志	bldb
夁	blej
贡献	blel
专用基金	blep
坱	blgd
堝	blj
塏	blju
圸	bll
覿	blll
賣	bllo
皾	bllx
坎帕拉	blnd
墔	blni
坝	blo
埧	blo
垻	blo
井冈山	blol
工具钢	blop
工具书	blox
塴	blqq
垷	blr
塄	bls
封山育林	blsf
专用设备	blsr
埁	blsx
塄	blsy
五四运动	blwb
未见异常	blyk
垲	blyy
贡缎	blzn
者	bm
垁	bma
耂	bmaa
超短波	bmav
考	bmaz
工程项目	bmbl
土特产	bmbs
二等奖	bmbt
壎	bmbu
攻击	bmbz
攻打	bmda
动手术	bmdf
工程技术人员	bmdf
攻势	bmdq
圲	bme
埵	bmeb
攻克	bmej
墲	bmeu
耊	bmhb
圫	bmhd
攻占	bmij
埏	bmiy
工程师	bmjk
墧	bmjl
塩	bmjl
工程兵	bmjp
工程船	bmjp
未知数	bmju
堹	bmkb
专利权	bmkf
起重机	bmkf
起重船	bmkp
专利法	bmkv
攻坚	bmkx
专利局	bmkx
去年同期	bmle
覩	bmlr
教	bmm
二年生	bmmm
老年人	bmmo
二氧化碳	bmng
二氧化氮	bmnm
二氧化锰	bmnp
坆	bmo
攻入	bmod
斱	bmpd
殾	bmqx
趱	bmr
耋	bmrh
动物园	bmrj
耇	bmrj
耈	bmrj
耆	bmrk
耄	bmrm
塲	bmro
老	bmrr
攻读	bmse
五年计划	bmsh
土特产品	bmsj
工程设计	bmss
埠头	bmtg
塖	bmtr
教科书	bmtx
煮	bmu
垀	bmua
增氧机	bmuf
攻关	bmug
二氧化	bmun
煮	bmuo
煑	bmuo
工程塑料	bmuu
专科学校	bmvf
喜气洋洋	bmvv
都	bmy
垖	bmy
孝	bmya
圪	bmyd
乽	bmyd
埠	bmye
教	bmym
二季度	bmyt
二氯乙烷	bmyu
塠	bmyw
翥	bmyy
耉	bmzj
走私犯	bmzq
走私案	bmzw
攻丝	bmzz
增值	bn
井下	bnai
赤豆	bnaj
井盐	bnbi
二传手	bnbm
堭	bnc
二段式	bnch
塅	bncq
圳	bnd
工作报告	bndm
坿	bnds
塮	bnds
埤	bned
走向世界	bnek
工作需要	bnff
垘	bngs
堆	bni
赪	bnil
赬	bnil
垧	bnj
塊	bnj
井喷	bnje
堢	bnjf
井田	bnki
增白剂	bnks
工作小组	bnkz
垍	bnl
工作岗位	bnln
超自然	bnlr
工作者	bnmb
工作面	bnmg
螫	bnmi
堆积	bnmj
工作量	bnmk
工作日	bnmk
起作用	bnml
工作服	bnmq
工作站	bnms
工作制度	bnmt
工作组	bnmz
赫	bnno
工作作风	bnnq
赤	bno
赭	bnob
頳	bnog
赨	bnoi
工作人员	bnoj
赦	bnom
赥	bnor
工作会议	bnos
坦白从宽	bnow
郝	bnoy
赤贫	bnoy
赤金	bnpa
赤脚	bnqb
堄	bnrd
赦免	bnrj
工作条件	bnrn
工作条例	bnrn
赩	bnry
工作计划	bnsh
赤诚	bnsh
堆放	bnsm
墽	bnsm
工作效率	bnss
来华访问	bnst
工作方法	bnsv
墺	bnug
堆焊	bnuk
工作单位	bnun
老伴儿	bnur
工作情况	bnut
工作总结	bnuz
进	bnw
赤道	bnwu
赤字	bnwy
赯	bnxj
堠	bnxm
赮	bnxx
井架	bnyj
赧	bnyx
井台	bnzj
工作经验	bnzx
走	bo
赶	boae
走开	boae
趕	boae
趧	boai
垥	boaj
埨	boal
夫妻	boax
坴	bob
坏人坏事	bobd
趬	bobg
趌	bobj
鵱	bobr
逵	bobw
来人来函	bobx
勎	boby
走动	bobz
趣	bocx
夫	bod
圦	boda
趁势	bodq
替换	bodr
老人家	bodw
趞	boek
趩	boeo
规范	boev
规模	bofe
趚	bofj
趁机	bofq
规格	bofr
走样	bofu
规划	bohk
越	bohz
垳	boi
赴	boid
趈	boij
趀	boim
走上	boiv
趮	bojf
趗	boji
嗇	bojj
墖	bojk
趫	bojl
走路	bojr
工人日报	bokd
趁早	boke
趠	boke
趟	bokl
赻	bokm
趪	boko
趙	bokq
坏得多	bokr
走水	bokv
来得及	boky
规	bol
巫峡	bolb
趄	bolc
规则	bolk
赸	boll
规矩	bomh
趏	bomi
规程	bomj
趎	bomk
趃	bomo
均衡生产	boms
走私	bomz
圿	bond
替代	bonh
趡	boni
走向	bonj
走俏	bonk
工人体育馆	bons
工人体育场	bons
趭	bonu
巫	boo
走合	booa
趖	boob
夫人	bood
﨏	booj
趰	booo
趁	boop
堫	boor
赵	boos
规律	boox
趛	bop
赾	bopd
趓	boqf
堬	boqk
走狗	boqr
埶	boqs
赿	borh
趦	borj
趔	bork
趂	bork
趱	borl
趲	borl
赼	boro
趍	borr
夌	bors
趆	bors
赹	bort
趜	boru
趋	borx
趨	borz
赵	bos
驇	bosc
槷	bosf
规章	bosk
暬	bosk
摰	bosm
走卒	boso
走访	boss
熱	bosu
趇	bosu
坅	bosx
赺	bosx
勢	bosy
﨣	bote
趑	botr
走廊	bots
趥	bouf
燅	bouu
趒	bovr
走漏	bovx
坽	bow
走进	bowb
规定	bowd
走过	bowd
趤	bowg
走道	bowu
走遍	boww
规避	bowx
鼀	bowx
赽	boxg
趢	boxk
趘	boxm
规律性	boxu
埝	boxw
趝	boxw
起	boy
夫子	boya
坋	boyd
超	boyj
赲	boym
趯	boyn
起	boyy
趐	boyy
塕	boyy
工人阶级	boyz
赳	bozi
夫妇	bozx
走出	bozz
趉	bozz
喜爱	bp
垢	bpaj
走后门	bpat
圻	bpd
坵	bpda
埓	bpds
埒	bpds
地质图	bpej
地质部	bpes
互质数	bpeu
地质学	bpev
埰	bpf
地质矿产部	bpgs
墦	bpki
赤铁矿	bpmg
地质年代	bpmn
塪	bpnb
坼	bps
坬	bps
地质测量	bpvk
坂	bpxs
城镇居民	bpxy
垺	bpya
地质力学	bpyv
二月	bq
五月	bqa
坍塌	bqbk
巩	bqd
垛	bqf
动脉硬化	bqgn
堸	bqi
恐吓	bqja
巩固	bqje
巩县	bqlz
鼓风机	bqof
鼓风炉	bqou
堋	bqq
坍	bqs
动脉血	bqsm
动脉瘤	bqst
动脉弓	bqsy
恐慌	bque
恐怖	bqug
恐惧	bqul
恐怕	bqun
五月份	bqvn
恐	bqw
坄	bqx
元	br
地久天长	brac
趋于	brad
均可	braj
坎坷	brba
吉尔吉斯	brbe
均未	brbk
老者	brbm
元老	brbr
耄耋	brbr
埄	brci
塳	brcw
元素	brcz
圥	brd
趋势	brdq
顽抗	brds
老挝	brdw
元朝	brek
老板	brfp
顽	brg
老大	brgd
均有	brgq
垝	brgy
坁	brh
老式	brhb
老区	brho
老成	brhv
老虎	brih
老龄	brio
超外差	briu
坸	brj
垎	brj
顽固	brje
耆	brk
老师	brka
元旦	brka
均由	brki
元曲	brkk
元帅	brkl
老少	brkm
老小	brko
埆	brld
塡	brlo
耄	brm
老手	brmd
老年	brmm
埳	brnb
坦然自若	brne
趋向	brnj
元件	brnm
越冬作物	brnm
老化	brnr
老伴	brnu
老鼠	brnz
坎	bro
老人	brod
圽	brod
老爷	broo
均衡	bror
元月	brqv
老	brr
鼋鱼	brra
堦	brrn
堍	brrs
垑	brrs
均匀	brrt
坻	brs
圴	brs
赫尔辛基	brse
元音	brsk
教条主义	brss
均	brt
均	brtd
老头	brtg
老鹰	brtn
鋆	brtp
老将	brtr
超外差式	bruh
老总	bruj
元首	brun
老婆	brvx
老汉	brvx
远	brw
老家	brwg
元宵	brwk
老农	brwr
老实	brwt
趋	brx
埩	brxb
顽皮	brxi
垉	bry
老子	brya
顽强	bryj
塯	bryk
老弦	brys
均已	bryy
坞	brza
塢	brza
老妪	brzh
塡	brzo
老乡	brzz
专	bs
地方政府	bsat
培土	bsba
城市规划	bsbh
地方工业	bsbk
境地	bsbv
垃圾	bsby
增产增收	bsbz
互竞长短	bscm
工商联合会	bsco
教育事业	bsdk
垶	bse
坟墓	bsek
壤	bser
壌	bser
增产节约	bsez
培植	bsfe
超新星	bsfk
壠	bsi
培	bsj
超高压	bsjg
超高频	bsji
塙	bsjl
地方品种	bsjm
壈	bsjm
培训中心	bsjw
埻	bsjy
堷	bsk
壇	bska
墥	bskb
工商业联合会	bskc
墇	bske
增音机	bskf
示意图	bskj
境界	bsko
境	bskr
壞	bskr
超音速	bskw
地方财政	bsla
境内	bslo
五讲四美	bslu
地方特色	bsmr
规章制度	bsmt
培训班	bsnc
教育体制	bsnm
坟	bso
工商行政管理局	bsoa
工商行政管理部门	bsoa
埣	bsoe
城市人口	bsoj
工商企业	bsok
垴	bsoz
教育质量	bspk
工商银行	bspo
起诉书	bspx
坑	bsq
坑	bsqd
境外	bsri
功率放大器	bssg
培训	bssn
教育方针	bssp
教育部门	bsst
培育	bssz
境况	bstj
教育问题	bstk
垃	bsu
工商联	bsuc
墒情	bsuc
工商业	bsuk
工商界	bsuk
墒	bsul
墑	bsul
培养	bsun
工商户	bsuw
工商局	bsux
壕沟	bsvr
圡	bsvv
壕	bswg
境遇	bswk
塝	bsws
坑道	bswu
超音速飞机	bswy
埌	bsxo
坊	bsy
教育改革	bsye
地方时	bsyk
地方税	bsym
墩	bsym
城市建设	bsys
地方病	bsyt
地方性	bsyu
地方戏	bsyx
墎	bsyy
塆	bsyz
教育界	bszk
填充物	bszm
垓	bszo
堉	bszq
教育部	bszs
地方经济	bszv
教育家	bszw
教育局	bszx
教育经费	bszy
专门	bt
埋头工作	btbn
埋头苦干	btea
二次革命	bteo
墌	bteu
专门机构	btff
圹	btg
壙	btg
老头儿	btgr
老头子	btgy
土库曼	bthk
二次电子	btky
专门化	btln
专门组	btlz
工资制度	btmt
专门从事	btod
地广人稀	btom
趑	btr
喜闻乐见	btrl
二次方	btrs
二次方程	btsm
工资总额	btuw
塶	btx
垿	btxi
塘	btxj
墉	btxl
工资附加费	btyy
工资级别	btzj
增	bu
增殖	buar
幸	bub
坢	bub
堘	bub
堩	bubk
攻关项目	bubl
夹攻	bubm
培养教育	bubs
幸亏	bubz
垟	buc
增长	buch
去粗取精	bucu
增援	budp
垪	bue
煮茧	buei
墫	bufd
壿	bufd
颊	bug
增压	bugb
增大	bugd
幸而	bugl
增至	buhb
增量	buka
增光	bukg
吉普车	bukh
増	bukk
增	bul
增	bulk
夹具	bulo
增生	bumc
盩	buml
增值	bune
培养基	bune
培养皿	bunl
灻	buo
培养人才	buod
塧	buol
瓡	bups
夹杂	buqf
執	buqs
夹角	burl
增多	burv
赱	bus
墊	busb
騺	busc
蟄	busi
增高	busj
漐	busk
贄	busl
增产	busm
摯	busm
增效	buso
增设	busq
褺	busr
鷙	busr
謺	buss
慹	busw
縶	busz
增减	buth
填料函	butx
墡	buuj
埮	buuo
增益	buuo
增添	buva
恐怖活动	buvb
增派	buvp
煮沸	buvy
達	buw
逹	buw
幸福	buwa
幸运	buwb
增进	buwb
恐惧心理	buwc
增补	buwi
郏	buy
夹子	buya
来料加工	buyb
增加	buyj
增强	buyj
報	buyx
埢	buyy
增收	buzm
增塑剂	buzs
幸好	buzy
来	bv
地形	bvae
地下	bvai
地丁	bvai
地平	bvau
地域	bvbh
地址	bvbi
地壳	bvbw
地块	bvbx
地动	bvbz
地球	bvcd
地理	bvck
盐渍化	bvcn
地表	bvcr
地势	bvdq
地热	bvdq
地基	bveb
地勤	bvej
地黄	bvek
地带	bvew
地支	bvex
地震	bvfg
地雷	bvfk
地板	bvfp
来源于	bvga
地面	bvgj
地龙	bvgm
地磁	bvgu
教学大纲	bvgz
地轴	bvhk
地区	bvho
地蜡	bvie
地点	bvij
地步	bvik
地上	bviv
地图	bvjr
地界	bvko
老油子	bvky
地电	bvkz
动滑轮	bvlh
地幔	bvlk
地利	bvmk
地租	bvml
土法生产	bvms
教学秩序	bvmt
地毯	bvmu
地委	bvmz
地段	bvnc
地堡	bvnj
地价	bvno
地位	bvns
墚	bvof
塉	bvoq
地质	bvpe
教学质量	bvpk
地铁	bvpm
地貌	bvpn
地脚	bvqb
地膜	bvqe
地狱	bvqs
垗	bvrd
地处	bvri
地名	bvrj
地角	bvrl
地主	bvsc
地滚球	bvsc
地市	bvsl
地产	bvsm
地衣	bvsr
地方	bvsy
地头	bvtg
教学情况	bvut
地温	bvvk
地洞	bvvl
地学	bvvw
地漏	bvvx
地波	bvvx
地宫	bvwj
地窖	bvwm
地穴	bvwo
地道	bvwu
教学法	bvwv
地心	bvwz
地层	bvxb
地皮	bvxi
示波器	bvxj
示波管	bvxm
老婆子	bvxy
墚	bvy
地力	bvym
地线	bvzh
壹	bw
懿	bwa
塜	bwag
坾	bwai
壸	bwak
壝	bwal
志士	bwba
志趣	bwbc
埪	bwbi
塇	bwbk
二进制	bwbm
规定动作	bwbn
垸	bwbr
墶	bwbu
壼	bwbz
工农联盟	bwck
瑴	bwcq
埞	bwd
垨	bwds
规定性	bwdu
堚	bwfk
榖	bwfq
轂	bwfq
垯	bwgd
槖	bwgf
来之不易	bwgk
志愿	bwgn
豰	bwgq
塚	bwgs
堗	bwgs
专家组	bwgz
毂	bwhq
壺	bwia
蠧	bwii
嗀	bwjq
嗀	bwjq
壹	bwju
壶	bwk
壷	bwka
工农业生产	bwkm
壶	bwku
工农业总产值	bwku
赤裸裸	bwkw
瞉	bwlq
觳	bwlq
覟	bwlr
垞	bwmh
都必须	bwmp
穀	bwmq
超额利润	bwmv
志气	bwmy
塠	bwmy
专家系统	bwmz
志向	bwnj
二进位制	bwnm
埃塞俄比亚	bwnr
坹	bwo
堔	bwof
塎	bwoj
壳	bwq
壳	bwqd
坈	bwqd
螜	bwqi
赤道几内亚	bwql
殻	bwqq
殼	bwqq
悫	bwqw
愨	bwqw
慤	bwqw
坨	bwr
塳	bwrc
売	bwrd
考察团	bwrj
工农业	bwrk
工农兵	bwrp
鷇	bwrq
坨	bwrr
壱	bwrr
懿	bwrw
考察队	bwry
埦	bwry
塓	bwso
工农差别	bwuj
糓	bwuq
鷧	bwur
皼	bwux
亄	bwuz
专家学者	bwvb
规定汇率	bwvs
超额完成	bwwh
工字形	bwya
五边形	bwya
工字钢	bwyp
彀	bwyq
地心引力	bwyy
志	bwz
垵	bwzm
縠	bwzq
地心说	bwzs
五	bx
五一	bxav
起劲地	bxbb
垏	bxbd
墛	bxbd
块规	bxbo
坡地	bxbv
喜马拉雅山	bxdh
魗	bxdn
声援	bxdp
声势	bxdq
燾	bxdu
五十	bxed
声带	bxew
块茎	bxex
罄	bxez
块根	bxfx
块	bxgd
声区	bxho
坡	bxi
声频	bxik
壻	bxiq
韧皮部	bxis
五味	bxjb
壽	bxjd
毊	bxjl
声响	bxjn
壀	bxjs
墱	bxju
墹	bxk
墀	bxkm
五星	bxkm
声明	bxkq
埭	bxkv
堳	bxl
埇	bxld
声	bxm
馨	bxmk
声称	bxmr
五代	bxnh
声像	bxnr
垠	bxo
五金	bxpa
五彩	bxpf
馨	bxq
聲	bxqc
磬	bxqg
漀	bxqk
撀	bxqm
鏧	bxqp
謦	bxqs
五脏	bxqt
五月	bxqv
殸	bxqx
坭	bxr
声象	bxrj
声乐	bxrk
壛	bxrn
坭	bxrr
韾	bxsk
声音	bxsk
声调	bxsl
声望	bxsq
块状	bxtg
声门	bxtl
坡度	bxtv
块煤	bxue
塀	bxue
壗	bxul
声誉	bxva
地对地	bxvb
声波	bxvs
地对空	bxvw
声学	bxvw
声波	bxvx
声速	bxwf
埽	bxwl
坡道	bxwu
埐	bxwx
五官	bxwy
坦桑尼亚	bxxa
墢	bxyq
声障	bxys
翿	bxyy
堀	bxz
声纳	bxzl
声能	bxzq
声母	bxzy
堀	bxzz
都	by
孝	bya
封建残余	byao
超越	bybh
都城	bybh
起来	bybk
都未	bybk
功夫	bybo
场地	bybv
功耗	bycm
顽强拼搏	bydd
教授	bydp
起誓	bydp
超载	byeh
起草	byek
起落	byev
功劳	byew
韧带	byew
超支	byex
教材	byfd
都要	byfv
教研	byga
场面	bygj
超导磁体	bygn
都有	bygq
起码	bygx
垊	byhd
地	byi
都督	byia
都督	byii
起点	byij
起步	byik
超龄	byio
超	byj
起哄	byje
